       Wave (um)         Flux (Jy)  Uncertainty (Jy)
         135.080          0.193647           1.59497
         135.142          0.415598           1.74674
         135.203          0.412163           1.36150
         135.264           1.01101           1.37287
         135.326          0.640973           1.35239
         135.387           2.34290           1.86770
         135.448          0.375912           1.49853
         135.510          -2.01451           1.66103
         135.571          -2.74734           1.57986
         135.632          -1.89218           1.72564
         135.694          -1.40945           1.63181
         135.755          0.268439           2.02049
         135.817         -0.991938           1.61759
         135.878          -1.69614           1.40773
         135.939         -0.302041           1.74599
         136.001           2.12538           2.03023
         136.062           2.79374           1.77608
         136.124           1.72037           2.00468
         136.185          -1.84279           1.88665
         136.246          0.899766           1.87847
         136.308           1.90654           1.41573
         136.369           2.64374           1.67392
         136.431        -0.0263483           2.32982
         136.492          0.481868           2.06748
         136.554          -1.33701           1.75200
         136.615          0.405404           2.06935
         136.677          0.993618           2.63483
         136.738          -1.01051           1.98336
         136.800          -1.37402           2.42212
         136.861          -1.62665           2.22473
         136.923         -0.165115           2.27351
         136.984         -0.868435           2.35692
         137.046         -0.537683           2.46048
         137.107         -0.347397           2.07780
         137.169         -0.679338           1.29299
         137.231          0.975183           1.54744
         137.292          -1.67255           1.79347
         137.354          0.940868           1.84922
         137.415           1.00126           2.33855
         137.477         0.0338710           2.17392
         137.539          0.449755           1.51252
         137.600        -0.0586576           2.01091
         137.662         -0.689560           1.73255
         137.723          0.398464           2.24630
         137.785          0.363001           2.00378
         137.847         -0.254660           1.79550
         137.908         -0.419544           2.25695
         137.970           1.89434           2.04583
         138.032           1.22449           2.14695
         138.093           1.22610           1.65531
         138.155         0.0356907           2.43449
         138.217         -0.494224           1.55863
         138.278          -2.74417           1.60721
         138.340         -0.349376           2.04368
         138.402          0.127712           1.63062
         138.463         -0.235529           1.96953
         138.525          0.380673           1.87563
         138.587         -0.430701           1.53894
         138.649          0.841191           1.72438
         138.710          0.210935           1.67471
         138.772         -0.710356           1.90559
         138.834          0.412060           1.67483
         138.896          0.360706           1.86879
         138.957          0.139812           2.06340
         139.019         -0.483221           1.63662
         139.081           2.16604           1.69136
         139.143           1.75304           1.63954
         139.204          0.180996           1.64619
         139.266         -0.560445           1.81850
         139.328         0.0421102           1.67302
         139.390          -1.91369           1.38984
         139.452          -1.26501           1.52210
         139.514          0.201255           1.48910
         139.575          0.277840           1.64760
         139.637         -0.148048           1.63178
         139.699          0.761554           1.56315
         139.761         -0.349405           1.57386
         139.823           2.63289           1.39135
         139.885          -1.58444           1.29808
         139.947          -1.51284           1.38675
         140.008           1.00949           1.50345
         140.070           1.79747           1.39788
         140.132         -0.501598           1.63799
         140.194          -1.59677           1.33201
         140.256          -1.92762           1.66572
         140.318          -3.09747           1.54153
         140.380         -0.444354           1.60944
         140.442           1.18274           1.88948
         140.504          0.462493           1.60815
         140.566          -1.30027           1.51110
         140.628         0.0816790           1.66552
         140.690           1.30218           1.78272
         140.752          0.331921           1.72265
         140.814           2.20944           1.60242
         140.876         -0.254844           2.29748
         140.938          0.198247           2.10219
         141.000         0.0272562           1.67987
         141.062          -1.02744           2.32051
         141.124         -0.175140           1.88111
         141.186          -1.00829           2.05418
         141.248          -1.62284           2.21817
         141.310          -2.63099           1.86361
         141.372         -0.820165           1.94292
         141.434         0.0163342           2.11500
         141.496          -1.75360           1.86657
         141.558        -0.0847176           1.74564
         141.620          0.994343           1.70112
         141.682           2.33164           2.36899
         141.744           2.67797           2.47426
         141.806        -0.0880146           2.10584
         141.868           1.72242           2.20294
         141.930         -0.584204           1.84698
         141.992          -1.91314           1.96639
         142.054         -0.464641           2.52679
         142.116          0.329060           2.22839
         142.179          0.397017           2.00903
         142.241          -2.04512           2.42013
         142.303         -0.720463           1.58647
         142.365         0.0504790           2.24089
         142.427          0.147770           2.51793
         142.489          -1.05430           2.48693
         142.551          0.564086           2.32838
         142.614          0.455062           2.45741
         142.676         -0.669757           2.64340
         142.738         0.0858774           1.80426
         142.800         0.0935706           2.41390
         142.862         -0.954374           3.27653
         142.924          -2.81576           3.10052
         142.987          -1.23537           3.17549
         143.049           6.41748           1.06218
         143.111           4.35967           1.40968
         143.173          0.616582           1.22953
         143.235           1.73632           1.27474
         143.298           1.24863           1.07126
         143.360         -0.729946           1.14728
         143.422          0.218639          0.869810
         143.484           1.60923          0.966448
         143.547         -0.987091           1.33526
         143.609          -2.18825           1.18334
         143.671          -2.53344           1.03993
         143.733         -0.284193          0.768219
         143.796          -2.17936          0.895553
         143.858          0.524007          0.985617
         143.920          0.840750           1.23059
         143.982         -0.448870          0.818776
         144.045           4.69736          0.850428
         144.107          0.254035           1.08579
         144.169          0.521683          0.808395
         144.232          -2.64164          0.850679
         144.294           1.03328          0.782189
         144.356          0.546166           1.11304
         144.418         -0.598006          0.842523
         144.481         -0.460758          0.715138
         144.543          -1.01138          0.977910
         144.605          -1.92899          0.917595
         144.668          -1.78756          0.909248
         144.730           3.29358          0.387932
         144.793         0.0129612          0.571145
         144.855          -1.27025          0.592700
         144.917          -2.89178          0.975681
         144.980          -2.17002          0.641771
         145.042           1.11104          0.876174
         145.104         -0.193009          0.896699
         145.167           1.55968          0.850816
         145.229           1.24108          0.810311
         145.291          -1.13295          0.885558
         145.354          0.989101          0.976656
         145.416          -1.61120           1.23787
         145.479           2.24597          0.739170
         145.541          -1.86562           1.02858
         145.604           3.62897          0.910817
         145.666          0.157534           1.08079
         145.728          0.849409          0.906869
         145.791          0.473120          0.920970
         145.853          0.417187          0.937224
         145.916          0.221678           1.27848
         145.978          -2.90529           1.20728
         146.041         0.0877461           1.00106
         146.103           2.52224           1.20949
         146.165           1.05613           1.03256
         146.228         -0.964421           1.06424
         146.290          0.155332          0.815804
         146.353           1.28146           1.21395
         146.415           1.06587          0.914823
         146.478         -0.658073           1.16639
         146.540          -1.71190          0.984495
         146.603        -0.0725900           1.01973
         146.665          -1.95445           1.18587
         146.728          -1.35183          0.974484
         146.790          -2.27468          0.900344
         146.853           1.32348          0.799612
         146.915          0.837799           1.29004
         146.978          0.163683           1.26074
         147.040           4.50529          0.861365
         147.103         -0.884297          0.805823
         147.166          0.565571          0.867540
         147.228         -0.220899           1.13013
         147.291          -1.41050           1.01993
         147.353          0.883909          0.750321
         147.416          0.177445           1.06499
         147.478          -1.56978          0.961450
         147.541          -1.69103          0.862931
         147.603          -2.30874          0.786732
         147.666          0.286840           1.28087
         147.729          0.380318           1.27148
         147.791          0.688894           1.22158
         147.854          0.495349           1.14091
         147.916           1.68110          0.995755
         147.979          0.968153           1.23580
         148.041         0.0276455           1.05070
         148.104         -0.556390           1.13713
         148.167          -2.07289          0.996877
         148.229        -0.0973032           1.21780
         148.292          0.610883           1.56233
         148.354          0.620075           1.11343
         148.417           1.55398          0.969089
         148.480           1.20320           1.28514
         148.542         -0.319938           1.04872
         148.605           1.07068           1.40184
         148.668          0.528224           1.14098
         148.730         -0.838007           1.32037
         148.793          -1.53774           1.67265
         148.856         -0.534548           1.28978
         148.918         -0.969679           1.22675
         148.981          0.975492           1.02451
         149.044          -1.46914           1.13341
         149.106         -0.698451           1.47709
         149.169         -0.734913           1.60273
         149.232           1.76319           1.10438
         149.294          0.505479           1.57586
         149.357          -1.01171           1.40620
         149.420          -3.16078           1.16505
         149.482           1.93272           1.40847
         149.545          0.424972           1.21040
         149.608           1.04317           1.71943
         149.670           1.05898           1.54622
         149.733        -0.0155676           1.27663
         149.796           1.66186           1.19582
         149.858         -0.387810           1.28913
         149.921         -0.455195           1.65172
         149.984          0.314217           1.48213
         150.047         0.0479333           1.26090
         150.109          -2.22231           1.02434
         150.172         -0.219395          0.993916
         150.235         -0.310256           1.35506
         150.297          -1.89415           1.24554
         150.360          0.415443           1.08893
         150.423         -0.212671           1.31705
         150.486          0.772269           1.03239
         150.548           1.69064           1.05985
         150.611         -0.713992           1.10451
         150.674          0.163835           1.02871
         150.737           1.40564           1.05055
         150.799           1.25759           1.34663
         150.862          0.385675          0.974978
         150.925          -3.33117           1.13701
         150.988          -1.60549          0.870765
         151.051         -0.696649           1.23941
         151.113           1.77836          0.962301
         151.176          0.740103           1.07267
         151.239          -1.37892          0.952952
         151.302           1.33782          0.943596
         151.364          -1.18398           1.32792
         151.427           1.01481          0.836079
         151.490          -1.03421           1.24563
         151.553          -1.29485           1.27470
         151.616          -2.07608          0.973221
         151.678         -0.261660           1.14220
         151.741           4.27857          0.949956
         151.804          0.810609          0.931313
         151.867           2.91289           1.04904
         151.930       -0.00156246           1.03626
         151.992         -0.321451           1.07572
         152.055          0.759590          0.911561
         152.118         -0.741212           1.31520
         152.181          -1.08950           1.24077
         152.244         -0.607311          0.865364
         152.307           1.01695          0.931535
         152.369           2.19833          0.793198
         152.432          -1.50592           1.07923
         152.495          -2.20682           1.21411
         152.558          -1.69648          0.818962
         152.621         0.0350128          0.914610
         152.684         -0.616949          0.708087
         152.746         -0.739700          0.985708
         152.809         -0.402675           1.20945
         152.872          -4.03116          0.872631
         152.935           2.64218           1.05611
         152.998          0.786047          0.925842
         153.061          0.681220          0.988495
         153.123           1.62265           1.25435
         153.186           1.68403          0.739971
         153.249         -0.239889          0.574687
         153.312           2.93496          0.624484
         153.375          -2.49566          0.643571
         153.438        -0.0707511          0.998698
         153.501          -1.73074           1.14919
         153.564           1.80415          0.931463
         153.626          0.542642           1.12599
         153.689           1.50446           1.37494
         153.752         -0.835149           1.21340
         153.815          -1.06825           1.06248
         153.878          0.897687          0.907805
         153.941          0.391280           1.12249
         154.004          0.742382           1.18441
         154.067         -0.599802           1.39241
         154.130          -1.86796           1.24829
         154.192          -1.48348          0.978420
         154.255          0.820151           1.00349
         154.318          -1.07403          0.813950
         154.381           1.49887           1.12828
         154.444          -2.60005           1.18978
         154.507          0.106697           1.47684
         154.570           2.16018           1.25057
         154.633           1.53101          0.975440
         154.696           2.63802           1.33506
         154.759          0.586344           1.27504
         154.821           2.35168           1.65891
         154.884         -0.629602          0.882657
         154.947          -2.40146          0.991491
         155.010          0.819985          0.841430
         155.073          -5.85837          0.974383
         155.136         -0.715775           1.27439
         155.199          0.997894           1.35798
         155.262           3.28018           1.01606
         155.325          0.857782           1.45044
         155.388          -4.12732          0.880943
         155.451          -1.08234           1.11168
         155.514          0.191476           1.40746
         155.576           2.15700           1.09949
         155.639          -1.38588           1.34804
         155.702          -1.57425           1.01520
         155.765         -0.447827           1.41036
         155.828           1.86925           1.43735
         155.891          0.801216          0.953308
         155.954          0.403286           1.23989
         156.017          -1.36276          0.955651
         156.080          -1.64715           1.63875
         156.143          0.768494           1.07194
         156.206           4.06541           1.02277
         156.269           3.64499           1.23362
         156.332          0.624347           1.06184
         156.395           1.05454           1.61225
         156.458          0.832299           1.15510
         156.521        -0.0895066           1.24042
         156.583         -0.990165           1.13515
         156.646          -2.78075          0.853309
         156.709          -2.39496           1.20498
         156.772          -1.07355           1.13980
         156.835         0.0229427           1.46348
         156.898         -0.458330          0.865433
         156.961          -1.06634           1.14913
         157.024          -1.40662           1.11413
         157.087          0.292038           1.39048
         157.150         -0.298902           1.52136
         157.213           1.58511           1.00369
         157.276           1.75285          0.892452
         157.339         -0.681740           1.19409
         157.402         -0.324362           1.54565
         157.465          0.464643           1.15537
         157.528           2.25807          0.701008
         157.591          0.570959          0.940371
         157.654          0.214753           1.03328
         157.717          0.169658           1.02623
         157.780          -2.96922          0.959578
         157.843           4.04939          0.830474
         157.905          -1.19402          0.913665
         157.968         -0.949013          0.854252
         158.031          -1.49792          0.966274
         158.094          -2.45306           1.26509
         158.157          -3.13136          0.766344
         158.220        -0.0898923           1.14858
         158.283         -0.409175          0.875717
         158.346        -0.0926669           1.28337
         158.409          0.467007           1.11606
         158.472          0.224649           1.12283
         158.535          0.503786           1.43159
         158.598           2.74576           1.06120
         158.661          0.590234          0.939496
         158.724           1.46329           1.28029
         158.787           1.95899           1.09290
         158.850          -1.56870           1.34857
         158.913        -0.0340413           1.04439
         158.976          -2.44610          0.914897
         159.039         -0.959162           1.63036
         159.102          -1.47167           1.18227
         159.165        -0.0621996          0.823861
         159.228         -0.627811           1.21646
         159.291         -0.191249          0.866200
         159.354          0.294534           1.24720
         159.416           2.71837           1.51065
         159.479           1.26054           1.18665
         159.542           1.87628           1.56198
         159.605          0.210360          0.999633
         159.668         -0.861745           1.12229
         159.731          -1.02867           1.26751
         159.794          0.733155           1.59769
         159.857           1.97606           1.58918
         159.920           1.99563           1.47292
         159.983         -0.887213          0.865841
         160.046          -1.72233           1.16936
         160.109          -2.06233          0.941486
         160.172          0.636118           1.35058
         160.235           2.53014           1.36860
         160.298          -1.49890           1.17546
         160.361          -1.22973          0.982381
         160.424          -2.08132          0.805386
         160.487         0.0552380           1.30204
         160.550        0.00841063           1.25362
         160.613          -1.05833           1.09882
         160.676          -1.19939           1.15764
         160.738         -0.673360           1.14220
         160.801          0.408081           1.26307
         160.864           1.26965          0.892927
         160.927          0.437131          0.697901
         160.990         -0.761727           1.16958
         161.053          0.374051          0.969589
         161.116           1.62439           1.09255
         161.179          -1.26156          0.692074
         161.242           1.78750          0.901872
         161.305         -0.851268           1.12418
         161.368           1.24209           1.09897
         161.431         -0.292167           1.11732
         161.494         -0.842368           1.18508
         161.557          0.748616           1.04653
         161.620          -4.42744          0.696301
         161.683        -0.0295574          0.922173
         161.745           2.70073          0.754414
         161.808           1.24450          0.858432
         161.871           3.05294          0.932215
         161.934          0.140638          0.856619
         161.997         -0.509875          0.868401
         162.060          -1.17003          0.957725
         162.123         -0.894016          0.607185
         162.186          -1.66530          0.921016
         162.249          -2.64357          0.806425
         162.312           1.70702          0.941276
         162.375          0.533254          0.707072
         162.438          0.353603          0.789559
         162.500          0.718373          0.400924
         162.563          -5.62460          0.963212
         162.626          -1.03577          0.788129
         162.689          -1.30041          0.934326
         162.752           4.28592          0.613619
         162.815          -1.80874          0.411386
         162.878           3.68273          0.410568
         162.941         -0.871591          0.978117
         163.004           1.04217          0.733608
         163.066          0.527127          0.829646
         163.129           4.43218          0.909405
         163.192         -0.925217          0.777334
         163.255          -1.47016          0.618340
         163.318          -1.39063           1.09175
         163.381           4.35311          0.865049
         163.444           5.21587          0.910532
         163.507          -1.40582          0.774476
         163.570         -0.666244          0.960437
         163.632         -0.843842          0.804310
         163.695         -0.211423          0.947962
         163.758          -3.70917          0.833131
         163.821          -1.96596          0.898888
         163.884         -0.197002          0.744279
         163.947           1.46409          0.887933
         164.010           3.71403          0.772564
         164.072         -0.136437          0.958035
         164.135           3.25556          0.578759
         164.198          0.121437          0.858469
         164.261          0.713781           1.23512
         164.324          0.683888          0.962442
         164.387          -1.80763          0.801454
         164.449         -0.626211           1.17956
         164.512          -1.09752           1.08459
         164.575          -1.70882           1.08387
         164.638          -4.45368           1.15930
         164.701          -4.06964           1.48957
         164.764          -1.88233           1.03452
         164.826          -1.43580           1.05433
         164.889          -2.42483           1.08907
         164.952           2.41208          0.715457
         165.015          0.568683          0.828011
         165.078           2.99791          0.730055
         165.141           1.21974          0.950593
         165.203           5.62862          0.768570
         165.266          0.613839          0.884060
         165.329          -1.26033           1.02062
         165.392         -0.894773          0.901470
         165.454           1.91309          0.981752
         165.517          -1.01373          0.986716
         165.580         -0.387969          0.844241
         165.643          -1.22598          0.961279
         165.706          -1.64889          0.825128
         165.768          0.940557           1.00892
         165.831          0.226271          0.551758
         165.894          -2.04088          0.781846
         165.957         -0.993076          0.654652
         166.019         -0.323910           1.04589
         166.082         0.0125235          0.839120
         166.145          0.240793          0.748671
         166.208          0.627261          0.735870
         166.270          -1.29918          0.806303
         166.333           2.53123          0.961713
         166.396           2.37609          0.865042
         166.459           1.11809          0.971748
         166.521          0.801625          0.761779
         166.584           2.44456          0.881379
         166.647         -0.257421          0.895174
         166.710           1.01304          0.833515
         166.772           2.33022          0.467656
         166.835        -0.0996495          0.918990
         166.898          0.640578          0.863243
         166.960           1.81055          0.945420
         167.023          -2.23207          0.739490
         167.086          -1.46683           1.14644
         167.149         -0.307572          0.746555
         167.211          -1.46882          0.919920
         167.274          -2.60050           1.08615
         167.337          -2.68316          0.958875
         167.399          -1.02681          0.887854
         167.462          -3.09505          0.701485
         167.525          -2.26667          0.749626
         167.587          0.386149           1.14501
         167.650         -0.389064          0.680115
         167.713          -1.00118           1.03439
         167.775         -0.344555          0.828272
         167.838          -1.20802          0.784169
         167.901          0.452504          0.699379
         167.963          -2.47456          0.844539
         168.026          0.511727          0.651012
         168.088           2.33006          0.820631
         168.151           3.99845          0.975957
         168.214          0.777413          0.783321
         168.276          0.977380          0.712874
         168.339          0.195874          0.908659
         168.402          0.978150          0.742379
         168.464          0.584128          0.643489
         168.527         -0.845920          0.562383
         168.589          0.996872          0.932098
         168.652          0.451693          0.878795
         168.714           3.63859          0.762281
         168.777           1.10053          0.852370
         168.840           2.40895          0.732015
         168.902          0.487838          0.557741
         168.965          -2.28085          0.845499
         169.027          -2.66972          0.614946
         169.090         -0.868722          0.638921
         169.152          -1.12021          0.631858
         169.215          -2.76005           1.03326
         169.278         -0.766120          0.856306
         169.340           2.68146          0.782239
         169.403         -0.826512          0.948110
         169.465           1.09156          0.817500
         169.528          0.530458          0.646088
         169.590           2.12377          0.627395
         169.653          0.703898          0.861400
         169.715          0.601909          0.965221
         169.778           2.32628          0.826007
         169.840          -1.28350           1.22488
         169.903           2.04305          0.764181
         169.965          0.188674          0.780065
         170.028          0.652235          0.655595
         170.090          -2.46457          0.835689
         170.152          0.353227           1.20091
         170.215         -0.507454          0.977201
         170.277         -0.701823          0.929450
         170.340          -1.70259           1.03441
         170.402          0.462101           1.40584
         170.465          -1.11610          0.877194
         170.527          -1.18971          0.980251
         170.590          -1.95731          0.974317
         170.652          -1.70833          0.819241
         170.714          -1.32986           1.02159
         170.777          0.942039           1.08915
         170.839           1.23855          0.918911
         170.902          0.972571          0.997203
         170.964         -0.399006          0.739840
         171.026           3.08021          0.920926
         171.089         0.0298878          0.883535
         171.151          0.893912          0.801734
         171.213           3.01415          0.672635
         171.276         -0.383779          0.803647
         171.338           1.45892          0.794107
         171.401          0.810846          0.672157
         171.463         -0.325631          0.868065
         171.525          -2.47630          0.990322
         171.588        -0.0251579          0.755337
         171.650           2.14678          0.709185
         171.712          -1.00605          0.744802
         171.774          0.704786           1.08552
         171.837          0.680858          0.949262
         171.899          -3.07327          0.912315
         171.961          0.585059          0.748732
         172.024         -0.179194          0.605814
         172.086         -0.330879          0.651649
         172.148           1.48819           1.23868
         172.210         -0.144856          0.712484
         172.273         -0.622937          0.871988
         172.335          0.332044          0.944444
         172.397          -3.07999          0.942503
         172.459          -3.77703           1.01618
         172.522          -1.45037          0.947832
         172.584          0.539433           1.04200
         172.646          -1.24080          0.810724
         172.708          -1.33363           1.44156
         172.770          0.767742          0.920044
         172.833         -0.974182          0.739087
         172.895         -0.620330          0.819596
         172.957          -1.19252          0.889666
         173.019          0.344718          0.736093
         173.081         -0.857033          0.761228
         173.143           3.59987          0.717042
         173.206           1.12069           1.09287
         173.268          0.957395          0.781150
         173.330          -1.29966          0.757760
         173.392           1.35308          0.795426
         173.454           1.44367           1.05570
         173.516           1.66655          0.718118
         173.578          0.546641          0.400995
         173.640           1.81373          0.806421
         173.703           1.60548          0.607377
         173.765          -4.03690          0.898305
         173.827          -2.96318          0.837103
         173.889          -2.01092          0.836947
         173.951          -2.38646          0.747650
         174.013           3.85023          0.848276
         174.075          -1.00784          0.555422
         174.137          0.153480          0.742041
         174.199          0.696340          0.877550
         174.261         -0.696098          0.755732
         174.323          -1.81998          0.771207
         174.385          -1.53238          0.658068
         174.447          -2.58726          0.846912
         174.509           2.35386          0.674423
         174.571           2.99761          0.710093
         174.633          -2.12668          0.640981
         174.695           4.08974          0.738841
         174.757          0.438513           1.12928
         174.819          0.557703          0.825602
         174.881          -1.55306           1.06036
         174.943         -0.909354          0.958278
         175.005          0.568066          0.733346
         175.067           2.28135           1.09503
         175.128           4.08982          0.935183
         175.190           2.84140          0.911793
         175.252          0.864154          0.936686
         175.314           1.74679           1.21608
         175.376         -0.443525          0.841964
         175.438          -3.52808          0.913848
         175.500          -1.37768          0.692259
         175.562          -2.80398          0.992513
         175.623         -0.717690          0.892379
         175.685          -1.68762          0.988655
         175.747          -2.14220          0.937199
         175.809          -4.06206           1.05059
         175.871         -0.165398          0.938576
         175.932           2.57143          0.816762
         175.994         -0.513781          0.669527
         176.056           2.96443          0.749097
         176.118           1.64369          0.717548
         176.180           2.83828          0.645747
         176.241           4.30792          0.533692
         176.303           2.05285          0.667831
         176.365         -0.863299          0.536703
         176.426          -2.19289          0.678693
         176.488         -0.822314          0.625936
         176.550          -1.47288          0.547077
         176.612          -1.75051          0.691390
         176.673          -1.24101          0.737818
         176.735           1.90575          0.544789
         176.797           4.77839          0.576684
         176.858          -1.78945          0.721676
         176.920         -0.898416          0.531083
         176.982         -0.669529          0.630042
         177.043          -1.37476          0.494338
         177.105          0.218439          0.612466
         177.166          -1.54875          0.656242
         177.228          -2.10420          0.582058
         177.290          -1.46036          0.792939
         177.351         -0.905275          0.669389
         177.413          0.997470          0.573472
         177.474          0.818510          0.686960
         177.536          -2.75174          0.669730
         177.597          -1.25045          0.763111
         177.659           1.96388          0.708418
         177.720          0.712956          0.768163
         177.782         -0.955237          0.837843
         177.843           4.07134          0.672429
         177.905        -0.0300635          0.729186
         177.966           4.16047          0.521264
         178.028           2.93236          0.897142
         178.089         -0.274845          0.781046
         178.151          0.370160          0.592534
         178.212          -2.95327          0.883308
         178.274         -0.378288           1.06184
         178.335          -5.58501          0.637333
         178.397          -5.27811          0.815181
         178.458         -0.725064          0.883569
         178.519          -3.93685          0.771760
         178.581          -1.42228          0.729403
         178.642          0.769167          0.869532
         178.703           1.27696          0.860937
         178.765          -1.22328          0.840963
         178.826           1.15854          0.716554
         178.887           2.99662           1.00528
         178.949          -2.81808          0.668032
         179.010         -0.677410          0.710453
         179.071          0.881406          0.725605
         179.133         -0.300483          0.806313
         179.194         -0.337903           1.00795
         179.255          0.817210          0.801129
         179.316           3.14733          0.677793
         179.378          0.849133          0.505061
         179.439          0.496912          0.737239
         179.500           1.85878          0.464777
         179.561         -0.511643          0.432001
         179.623           4.22135          0.641622
         179.684         -0.200541          0.600769
         179.745          -1.08491          0.761804
         179.806           1.54105          0.718609
         179.867           5.18597          0.493650
         179.928          0.296688          0.567509
         179.990         -0.838831          0.734662
         180.051          -1.44648          0.533028
         180.112          0.281942          0.523426
         180.173          -1.00735          0.811589
         180.234          -2.96756          0.719065
         180.295          -2.35405          0.704841
         180.356           1.51697          0.542408
         180.417           1.79269          0.790949
         180.478          0.671260          0.626530
         180.539           2.33387          0.516014
         180.600         -0.634189          0.663862
         180.661          -4.28198          0.705086
         180.722          -1.98838          0.726521
         180.783          -1.98024          0.630456
         180.844          0.682299          0.781241
         180.905          -4.08406          0.586142
         180.966          0.387426          0.525643
         181.027           3.03180          0.651310
         181.088          -1.97810          0.770525
         181.149           1.28719          0.640487
         181.210           5.20196          0.801040
         181.271           1.62745          0.794260
         181.331          -1.09128          0.688979
         181.392           3.17784          0.605579
         181.453         0.0220307          0.773281
         181.514           1.57302          0.874680
         181.575          -1.41550          0.687333
         181.636          -1.93984          0.576920
         181.696          -4.39538          0.454563
         181.757          -2.19555          0.731477
         181.818          -1.55991          0.855534
         181.879          -2.15436          0.575976
         181.939          -1.65853          0.528358
         182.000          0.123820          0.730608
         182.061           1.57478          0.787455
         182.122         -0.222687          0.475862
         182.182           3.13803          0.719848
         182.243          0.400908          0.773882
         182.304           1.01350          0.811423
         182.364         -0.262688          0.532282
         182.425          -1.09099          0.452978
         182.486          -2.18673          0.569541
         182.546           2.75056          0.540075
         182.607        -0.0614796          0.679507
         182.667          0.187909          0.526631
         182.728          -1.91604          0.698967
         182.789          0.257567          0.921382
         182.849         -0.839782          0.892333
         182.910           4.78641          0.543092
         182.970           3.61463          0.744964
         183.031           3.68064          0.648475
         183.091          0.436498          0.757244
         183.152           2.49320          0.554662
         183.212         -0.876294          0.535374
         183.273           1.12283          0.850524
         183.333          0.895029          0.768886
         183.394           4.05182          0.751247
         183.454           3.48607          0.706647
         183.514         -0.941607          0.692460
         183.575          -4.10719          0.727749
         183.635           1.95172          0.723280
         183.696          -2.69220          0.656731
         183.756          -2.76021          0.569629
         183.816          -3.20889          0.652764
         183.877          -1.92136          0.629954
         183.937          -3.78202          0.466621
         183.997          -3.60839          0.542217
         184.058          -2.00091          0.642097
         184.118          -1.64341          0.576947
         184.178          -3.75535          0.411995
         184.238         -0.343155          0.507485
         184.299          -3.60696          0.455068
         184.359          -1.79380          0.461501
         184.419           2.71249          0.424093
         184.479           1.29080          0.452518
         184.539          0.736991          0.407439
         184.599           3.83613          0.565565
         184.660           2.68350          0.301215
         184.720           3.42898          0.400087
         184.780           5.67032          0.490256
         184.840           6.06024          0.336273
         184.900           2.16263          0.413107
         184.960          -1.23151          0.414901
         185.020          -6.18872          0.358032
         185.080          -6.61375          0.574883
         185.140          -1.49908          0.495472
         185.200          -1.40420          0.404540
         185.260           2.27381          0.481805
         185.320          0.557837          0.450874
         185.380           2.37810          0.443100
         185.440         -0.445442          0.315770
         185.500           4.05599          0.645389
         185.560          -1.24368          0.238348
         185.620          0.417092          0.414773
         185.680           2.52059          0.417424
         185.740         -0.398401          0.406633
         185.800          0.189708          0.453846
         185.859          0.662948          0.400134
         185.919           4.13357          0.186680
         185.979          -2.23921          0.228921
         186.039           1.80436          0.183369
         186.099         -0.198073          0.366666
         186.158         -0.631115          0.413906
         186.218          -1.88905          0.473495
         186.278          -3.00722          0.599984
         186.338          -3.52337          0.410635
         186.397        -0.0547662          0.429459
         186.457           2.33821          0.463101
         186.517           1.84848          0.428338
         186.576        -0.0259312          0.295353
         186.636        0.00151012          0.366453
         186.696         -0.162216          0.301234
         186.755         0.0882621          0.294831
         186.815          0.221116          0.389614
         186.875          -2.48954          0.308592
         186.934           1.38212          0.407442
         186.994           5.62657          0.399209
         187.053          -3.25221          0.432042
         187.113           1.40244          0.364375
         187.172         -0.881292          0.358209
         187.232          0.560784          0.283576
         187.291           1.06319          0.393348
         187.351          -3.37714          0.292374
         187.410         -0.587192          0.352191
         187.470          0.469252          0.319040
         187.529          -2.50281          0.373117
         187.588          0.986554          0.407403
         187.648          -1.38608          0.350219
         187.707          0.571671          0.330460
         187.766          0.386377          0.312148
